gpl,type,organism_ch1,molecule_ch1,label_ch1
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL11232,RNA,Saccharomyces cerevisiae,polyA RNA,Cy5
GPL198,RNA,Arabidopsis thaliana,total RNA,biotin
GPL198,RNA,Arabidopsis thaliana,total RNA,biotin
GPL198,RNA,Arabidopsis thaliana,total RNA,biotin
GPL198,RNA,Arabidopsis thaliana,total RNA,biotin
GPL198,RNA,Arabidopsis thaliana,total RNA,biotin
GPL198,RNA,Arabidopsis thaliana,total RNA,biotin
GPL198,RNA,Arabidopsis thaliana,total RNA,biotin
GPL198,RNA,Arabidopsis thaliana,total RNA,biotin
GPL198,RNA,Arabidopsis thaliana,total RNA,biotin
GPL198,RNA,Arabidopsis thaliana,total RNA,biotin
GPL198,RNA,Arabidopsis thaliana,total RNA,biotin
GPL198,RNA,Arabidopsis thaliana,total RNA,biotin
GPL198,RNA,Arabidopsis thaliana,total RNA,biotin
GPL198,RNA,Arabidopsis thaliana,total RNA,biotin
GPL198,RNA,Arabidopsis thaliana,total RNA,biotin
GPL198,RNA,Arabidopsis thaliana,total RNA,biotin
GPL198,RNA,Arabidopsis thaliana,total RNA,biotin
GPL198,RNA,Arabidopsis thaliana,total RNA,biotin
GPL1261,RNA,Mus musculus,total RNA,biotin
GPL1261,RNA,Mus musculus,total RNA,biotin
GPL1261,RNA,Mus musculus,total RNA,biotin
GPL1261,RNA,Mus musculus,total RNA,biotin
GPL1261,RNA,Mus musculus,total RNA,biotin
GPL1261,RNA,Mus musculus,total RNA,biotin
GPL1261,RNA,Mus musculus,total RNA,biotin
GPL1261,RNA,Mus musculus,total RNA,biotin
GPL1261,RNA,Mus musculus,total RNA,biotin
GPL1261,RNA,Mus musculus,total RNA,biotin
GPL1261,RNA,Mus musculus,total RNA,biotin
GPL1261,RNA,Mus musculus,total RNA,biotin
GPL1261,RNA,Mus musculus,total RNA,biotin
GPL1261,RNA,Mus musculus,total RNA,biotin
GPL1261,RNA,Mus musculus,total RNA,biotin
GPL1261,RNA,Mus musculus,total RNA,biotin
GPL1261,RNA,Mus musculus,total RNA,biotin
GPL1261,RNA,Mus musculus,total RNA,biotin
GPL571,RNA,Homo sapiens,total RNA,biotin
GPL571,RNA,Homo sapiens,total RNA,biotin
GPL571,RNA,Homo sapiens,total RNA,biotin
GPL571,RNA,Homo sapiens,total RNA,biotin
GPL571,RNA,Homo sapiens,total RNA,biotin
GPL571,RNA,Homo sapiens,total RNA,biotin
GPL571,RNA,Homo sapiens,total RNA,biotin
GPL571,RNA,Homo sapiens,total RNA,biotin
GPL571,RNA,Homo sapiens,total RNA,biotin
GPL571,RNA,Homo sapiens,total RNA,biotin
GPL571,RNA,Homo sapiens,total RNA,biotin
GPL571,RNA,Homo sapiens,total RNA,biotin
GPL571,RNA,Homo sapiens,total RNA,biotin
GPL571,RNA,Homo sapiens,total RNA,biotin
GPL571,RNA,Homo sapiens,total RNA,biotin
GPL571,RNA,Homo sapiens,total RNA,biotin
GPL571,RNA,Homo sapiens,total RNA,biotin
GPL571,RNA,Homo sapiens,total RNA,biotin
GPL571,RNA,Homo sapiens,total RNA,biotin
GPL571,RNA,Homo sapiens,total RNA,biotin
GPL571,RNA,Homo sapiens,total RNA,biotin
GPL571,RNA,Homo sapiens,total RNA,biotin
GPL571,RNA,Homo sapiens,total RNA,biotin
GPL571,RNA,Homo sapiens,total RNA,biotin
GPL571,RNA,Homo sapiens,total RNA,biotin
GPL571,RNA,Homo sapiens,total RNA,biotin
GPL571,RNA,Homo sapiens,total RNA,biotin
GPL571,RNA,Homo sapiens,total RNA,biotin
GPL571,RNA,Homo sapiens,total RNA,biotin
GPL571,RNA,Homo sapiens,total RNA,biotin
GPL571,RNA,Homo sapiens,total RNA,biotin
GPL571,RNA,Homo sapiens,total RNA,biotin
GPL571,RNA,Homo sapiens,total RNA,biotin
GPL571,RNA,Homo sapiens,total RNA,biotin
GPL571,RNA,Homo sapiens,total RNA,biotin
GPL6246,RNA,Mus musculus,total RNA,biotin
GPL6246,RNA,Mus musculus,total RNA,biotin
GPL6246,RNA,Mus musculus,total RNA,biotin
GPL6246,RNA,Mus musculus,total RNA,biotin
GPL6246,RNA,Mus musculus,total RNA,biotin
GPL6246,RNA,Mus musculus,total RNA,biotin
GPL10287,SRA,Rattus norvegicus,total RNA,NA
GPL10287,SRA,Rattus norvegicus,total RNA,NA
GPL10287,SRA,Rattus norvegicus,total RNA,NA
GPL1261,RNA,Mus musculus,total RNA,biotin
GPL1261,RNA,Mus musculus,total RNA,biotin
GPL1261,RNA,Mus musculus,total RNA,biotin
GPL1261,RNA,Mus musculus,total RNA,biotin
GPL1261,RNA,Mus musculus,total RNA,biotin
GPL1261,RNA,Mus musculus,total RNA,biotin
GPL1261,RNA,Mus musculus,total RNA,biotin
GPL1261,RNA,Mus musculus,total RNA,biotin
GPL1261,RNA,Mus musculus,total RNA,biotin
GPL1261,RNA,Mus musculus,total RNA,biotin
GPL1261,RNA,Mus musculus,total RNA,biotin
GPL1261,RNA,Mus musculus,total RNA,biotin
GPL1261,RNA,Mus musculus,total RNA,biotin
GPL1261,RNA,Mus musculus,total RNA,biotin
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL11154,SRA,Homo sapiens,genomic DNA,NA
GPL11154,SRA,Homo sapiens,genomic DNA,NA
GPL11154,SRA,Homo sapiens,genomic DNA,NA
GPL11154,SRA,Homo sapiens,genomic DNA,NA
GPL11154,SRA,Homo sapiens,genomic DNA,NA
GPL11154,SRA,Homo sapiens,genomic DNA,NA
GPL11154,SRA,Homo sapiens,genomic DNA,NA
GPL11154,SRA,Homo sapiens,genomic DNA,NA
GPL11154,SRA,Homo sapiens,genomic DNA,NA
GPL11154,SRA,Homo sapiens,genomic DNA,NA
GPL11154,SRA,Homo sapiens,genomic DNA,NA
GPL11154,SRA,Homo sapiens,genomic DNA,NA
GPL11154,SRA,Homo sapiens,polyA RNA,NA
GPL11154,SRA,Homo sapiens,polyA RNA,NA
GPL11154,SRA,Homo sapiens,polyA RNA,NA
GPL11154,SRA,Homo sapiens,polyA RNA,NA
GPL11154,SRA,Homo sapiens,total RNA,NA
GPL11154,SRA,Homo sapiens,total RNA,NA
GPL11154,SRA,Homo sapiens,genomic DNA,NA
GPL11154,SRA,Homo sapiens,genomic DNA,NA
GPL11154,SRA,Homo sapiens,genomic DNA,NA
GPL11154,SRA,Homo sapiens,polyA RNA,NA
GPL11154,SRA,Homo sapiens,polyA RNA,NA
GPL11154,SRA,Homo sapiens,polyA RNA,NA
GPL11154,SRA,Homo sapiens,polyA RNA,NA
GPL11154,SRA,Homo sapiens,polyA RNA,NA
GPL11154,SRA,Homo sapiens,polyA RNA,NA
GPL11154,SRA,Homo sapiens,polyA RNA,NA
GPL11154,SRA,Homo sapiens,polyA RNA,NA
GPL13112,SRA,Mus musculus,total RNA,NA
GPL13112,SRA,Mus musculus,total RNA,NA
GPL13112,SRA,Mus musculus,total RNA,NA
GPL13112,SRA,Mus musculus,total RNA,NA
GPL13112,SRA,Mus musculus,total RNA,NA
GPL13112,SRA,Mus musculus,total RNA,NA
GPL13112,SRA,Mus musculus,total RNA,NA
GPL13112,SRA,Mus musculus,total RNA,NA
GPL13112,SRA,Mus musculus,total RNA,NA
GPL13112,SRA,Mus musculus,total RNA,NA
GPL13112,SRA,Mus musculus,total RNA,NA
GPL13112,SRA,Mus musculus,total RNA,NA
GPL13112,SRA,Mus musculus,total RNA,NA
GPL13112,SRA,Mus musculus,total RNA,NA
GPL13112,SRA,Mus musculus,total RNA,NA
GPL13112,SRA,Mus musculus,total RNA,NA
GPL13112,SRA,Mus musculus,total RNA,NA
GPL13112,SRA,Mus musculus,total RNA,NA
GPL13112,SRA,Mus musculus,total RNA,NA
GPL13112,SRA,Mus musculus,total RNA,NA
GPL13112,SRA,Mus musculus,total RNA,NA
GPL13112,SRA,Mus musculus,total RNA,NA
GPL13112,SRA,Mus musculus,total RNA,NA
GPL13112,SRA,Mus musculus,total RNA,NA
GPL13112,SRA,Mus musculus,total RNA,NA
GPL13112,SRA,Mus musculus,total RNA,NA
GPL13112,SRA,Mus musculus,total RNA,NA
GPL13112,SRA,Mus musculus,total RNA,NA
GPL13112,SRA,Mus musculus,total RNA,NA
GPL13112,SRA,Mus musculus,total RNA,NA
GPL13112,SRA,Mus musculus,total RNA,NA
GPL13112,SRA,Mus musculus,total RNA,NA
GPL13112,SRA,Mus musculus,total RNA,NA
GPL13112,SRA,Mus musculus,total RNA,NA
GPL13112,SRA,Mus musculus,total RNA,NA
GPL13112,SRA,Mus musculus,total RNA,NA
GPL13112,SRA,Mus musculus,total RNA,NA
GPL18331,RNA,Homo sapiens,total RNA,Hy 3
GPL18331,RNA,Homo sapiens,total RNA,Hy 3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL13534,genomic,Homo sapiens,genomic DNA,Cy5 and Cy3
GPL6947,RNA,Homo sapiens,total RNA,biotin
GPL6947,RNA,Homo sapiens,total RNA,biotin
GPL6947,RNA,Homo sapiens,total RNA,biotin
GPL6947,RNA,Homo sapiens,total RNA,biotin
GPL6947,RNA,Homo sapiens,total RNA,biotin
GPL6947,RNA,Homo sapiens,total RNA,biotin
GPL6947,RNA,Homo sapiens,total RNA,biotin
GPL6947,RNA,Homo sapiens,total RNA,biotin
GPL6947,RNA,Homo sapiens,total RNA,biotin
GPL11154,SRA,Homo sapiens,polyA RNA,NA
GPL11154,SRA,Homo sapiens,polyA RNA,NA
GPL11154,SRA,Homo sapiens,polyA RNA,NA
GPL11154,SRA,Homo sapiens,polyA RNA,NA
GPL11154,SRA,Homo sapiens,polyA RNA,NA
GPL11154,SRA,Homo sapiens,polyA RNA,NA
GPL11154,SRA,Homo sapiens,polyA RNA,NA
GPL11154,SRA,Homo sapiens,polyA RNA,NA
GPL11154,SRA,Homo sapiens,polyA RNA,NA
GPL11154,SRA,Homo sapiens,polyA RNA,NA
GPL11154,SRA,Homo sapiens,polyA RNA,NA
GPL11154,SRA,Homo sapiens,polyA RNA,NA
GPL11154,SRA,Homo sapiens,total RNA,NA
GPL11154,SRA,Homo sapiens,total RNA,NA
GPL11154,SRA,Homo sapiens,total RNA,NA
GPL11154,SRA,Homo sapiens,total RNA,NA
GPL11154,SRA,Homo sapiens,total RNA,NA
GPL11154,SRA,Homo sapiens,total RNA,NA
GPL11154,SRA,Homo sapiens,total RNA,NA
GPL11154,SRA,Homo sapiens,total RNA,NA
GPL11154,SRA,Homo sapiens,total RNA,NA
GPL11154,SRA,Homo sapiens,total RNA,NA
GPL11154,SRA,Homo sapiens,total RNA,NA
GPL11154,SRA,Homo sapiens,total RNA,NA
GPL570,RNA,Homo sapiens,total RNA,biotin
GPL570,RNA,Homo sapiens,total RNA,biotin
GPL570,RNA,Homo sapiens,total RNA,biotin
GPL570,RNA,Homo sapiens,total RNA,biotin
GPL570,RNA,Homo sapiens,total RNA,biotin
GPL570,RNA,Homo sapiens,total RNA,biotin
GPL570,RNA,Homo sapiens,total RNA,biotin
GPL570,RNA,Homo sapiens,total RNA,biotin
GPL570,RNA,Homo sapiens,total RNA,biotin
GPL570,RNA,Homo sapiens,total RNA,biotin
GPL570,RNA,Homo sapiens,total RNA,biotin
GPL570,RNA,Homo sapiens,total RNA,biotin
GPL570,RNA,Homo sapiens,total RNA,biotin
GPL570,RNA,Homo sapiens,total RNA,biotin
GPL570,RNA,Homo sapiens,total RNA,biotin
GPL570,RNA,Homo sapiens,total RNA,biotin
GPL570,RNA,Homo sapiens,total RNA,biotin
GPL570,RNA,Homo sapiens,total RNA,biotin
GPL570,RNA,Homo sapiens,total RNA,biotin
GPL570,RNA,Homo sapiens,total RNA,biotin
GPL570,RNA,Homo sapiens,total RNA,biotin
GPL18469,SRA,Rattus norvegicus,total RNA,NA
GPL18469,SRA,Rattus norvegicus,total RNA,NA
GPL18469,SRA,Rattus norvegicus,total RNA,NA
GPL18469,SRA,Rattus norvegicus,total RNA,NA
GPL18469,SRA,Rattus norvegicus,total RNA,NA
GPL18469,SRA,Rattus norvegicus,total RNA,NA
GPL18469,SRA,Rattus norvegicus,total RNA,NA
GPL18469,SRA,Rattus norvegicus,total RNA,NA
GPL18469,SRA,Rattus norvegicus,total RNA,NA
GPL18469,SRA,Rattus norvegicus,total RNA,NA
GPL18469,SRA,Rattus norvegicus,total RNA,NA
GPL18469,SRA,Rattus norvegicus,total RNA,NA
GPL18469,SRA,Rattus norvegicus,total RNA,NA
GPL16770,RNA,Homo sapiens,total RNA,Cy3
GPL16770,RNA,Homo sapiens,total RNA,Cy3
GPL16770,RNA,Homo sapiens,total RNA,Cy3
GPL16770,RNA,Homo sapiens,total RNA,Cy3
GPL16770,RNA,Homo sapiens,total RNA,Cy3
GPL16770,RNA,Homo sapiens,total RNA,Cy3
GPL16770,RNA,Homo sapiens,total RNA,Cy3
GPL16770,RNA,Homo sapiens,total RNA,Cy3
GPL16770,RNA,Homo sapiens,total RNA,Cy3
GPL16770,RNA,Homo sapiens,total RNA,Cy3
GPL16770,RNA,Homo sapiens,total RNA,Cy3
GPL16770,RNA,Homo sapiens,total RNA,Cy3
GPL16770,RNA,Homo sapiens,total RNA,Cy3
GPL16770,RNA,Homo sapiens,total RNA,Cy3
GPL16770,RNA,Homo sapiens,total RNA,Cy3
GPL16770,RNA,Homo sapiens,total RNA,Cy3
GPL16770,RNA,Homo sapiens,total RNA,Cy3
GPL16770,RNA,Homo sapiens,total RNA,Cy3
GPL16770,RNA,Homo sapiens,total RNA,Cy3
GPL16770,RNA,Homo sapiens,total RNA,Cy3
GPL16770,RNA,Homo sapiens,total RNA,Cy3
GPL16770,RNA,Homo sapiens,total RNA,Cy3
GPL16770,RNA,Homo sapiens,total RNA,Cy3
GPL16770,RNA,Homo sapiens,total RNA,Cy3
GPL16770,RNA,Homo sapiens,total RNA,Cy3
GPL16770,RNA,Homo sapiens,total RNA,Cy3
GPL16770,RNA,Homo sapiens,total RNA,Cy3
GPL16770,RNA,Homo sapiens,total RNA,Cy3
